Order_ID,Date,Product,Category,Quantity,Unit_Price,Discount,Customer_Age,Payment_Method,Store_Location
ORD-108525,5/22/2023,USB-C Cable,Electronics,4,395.62,0,24,Debit Card,Phoenix
ORD-109170,9/30/2023,Sunscreen,Beauty,4,464.21,0.15,26,Credit Card,Los Angeles
ORD-105564,10/3/2023,Mechanical Keyboard,Electronics,6,230.03,0,74,PayPal,Online
ORD-104454,4/10/2023,T-Shirt,Clothing,3,393.06,0.1,41,Apple Pay,New York
ORD-108212,1/11/2023,Mechanical Keyboard,Electronics,4,418.5,0.2,20,Debit Card,New York
ORD-102895,3/19/2023,Fiction Novel,Books,4,54.25,0,18,Credit Card,Online
ORD-102518,5/20/2023,Jacket,Clothing,8,263.33,0.1,52,Cash,Houston
ORD-103108,1/14/2023,Jacket,Clothing,7,31.22,0,58,Credit Card,Houston
ORD-108021,4/2/2023,Moisturizer,Beauty,9,61.59,0.1,30,Debit Card,Phoenix
ORD-101703,5/30/2023,Wireless Mouse,Electronics,4,251.61,0.05,29,PayPal,Los Angeles
ORD-107400,5/20/2023,Mechanical Keyboard,Electronics,5,358.1,0.2,45,Apple Pay,Phoenix
ORD-104752,2/21/2023,Lip Balm,Beauty,4,313.35,0,53,Credit Card,los angeles
ORD-104140,9/9/2023,Headphones,Electronics,2,50000,0.15,43,Credit Card,New York
ORD-102795,9/4/2023,Python Guide,Books,7,438.11,0.15,46,Debit Card,New York
ORD-106561,10/25/2023,Shampoo,Beauty,4,288.61,0.2,64,Credit Card,Houston
ORD-104090,8/21/2023,Biography,Books,4,278.77,0,62,Cash,Los Angeles
ORD-100714,4/11/2023,Jacket,Clothing,5,9.47,0.15,45,Apple Pay,Houston
ORD-108875,12/14/2023,Mug,Home & Kitchen,6,327.47,0.1,53,Debit Card,Phoenix
ORD-108295,5/2/2023,Sunscreen,Beauty,3,280.82,0,22,PayPal,Chicago
ORD-103025,8/17/2023,Biography,Books,5,362.32,0.05,35,Credit Card,New York
ORD-108041,9/10/2023,Data Science 101,Books,5,92.77,0.2,22,Credit Card,Houston
ORD-105222,1/15/2023,T-Shirt,Clothing,1,465.83,0.1,28,PayPal,Houston
ORD-100170,4/28/2023,Jeans,Clothing,4,7.62,0,47,Cash,Online
ORD-105522,5/14/2023,Coffee Maker,Home & Kitchen,5,20.66,0.2,50,Apple Pay,New York
ORD-107489,1/26/2023,Sunscreen,Beauty,1,162.48,0,49,PayPal,Chicago
ORD-104285,10/28/2023,Moisturizer,Beauty,9,135.26,0.2,52,Debit Card,Online
ORD-104514,2/15/2023,Cookware Set,Home & Kitchen,2,136.66,0.05,59,Debit Card,Phoenix
ORD-101340,2/18/2023,Mug,Home & Kitchen,5,384.1,0,150,Apple Pay,Chicago
ORD-106192,1/24/2023,Monitor,Electronics,9,348.99,0.05,57,PayPal,Chicago
ORD-100440,5/4/2023,Sunscreen,Beauty,4,91.01,0.05,54,Apple Pay,New York
ORD-103442,2/20/2023,USB-C Cable,electronics,3,308.07,0.1,33,Cash,Los Angeles
ORD-103321,2023-13-45,Jacket,Clothing,2,86.24,0.2,20,Debit Card,Chicago
ORD-104672,5/25/2023,Jeans,Clothing,4,224.84,0,50,Credit Card,Chicago
ORD-103534,1/15/2023,Wireless Mouse,Electronics,9,39.75,0,56,PayPal,Phoenix
ORD-107145,12/19/2023,History Book,Books,2,108.79,0.15,0,Cash,Chicago
ORD-105270,8/7/2023,Python Guide,Books,4,433.38,0.2,32,Debit Card,Houston
ORD-103965,2/18/2023,Monitor,Electronics,2,210.8,0.1,56,Cash,Online
ORD-103657,12/27/2023,Perfume,Beauty,5,316,0.2,43,Cash,New York
ORD-107595,1/31/2023,Sunscreen,Beauty,3,134.28,0,150,Debit Card,Houston
ORD-100347,11/21/2023,Python Guide,Books,2,94.58,0.2,58,Credit Card,Online
ORD-106907,7/6/2023,Python Guide,Books,5,363.54,0.05,61,Credit Card,Chicago
ORD-100316,6/30/2023,Python Guide,Books,7,314.98,0.15,20,Credit Card,Los Angeles
ORD-108787,8/5/2023,Air Fryer,Home & Kitchen,7,463.6,,52,Debit Card,New York
ORD-108551,4/18/2023,Air Fryer,Home & Kitchen,1,415.29,0.1,-5,Credit Card,Los Angeles
ORD-103799,1/28/2023,Shampoo,Beauty,1,241.64,0.1,50,Cash,Phoenix
ORD-105360,8/20/2023,USB-C Cable,Electronics,4,434.45,0.2,21,Apple Pay,Chicago
ORD-104694,2023-13-45,Mechanical Keyboard,Electronics,5,494.83,0.15,51,Debit Card,Chicago
ORD-108983,12/24/2023,Socks,Clothing,6,331.43,0.05,62,Cash,New York
ORD-105480,10/20/2023,Mechanical Keyboard,Electronics,1,251.08,0.2,55,Cash,New York
ORD-103468,7/5/2023,Jacket,Clothing,6,281.47,0.15,62,Cash,Online
ORD-100534,1/8/2023,Wireless Mouse,Electronics,-1,97.43,0.15,45,Debit Card,Houston
ORD-101806,8/6/2023,USB-C Cable,Electronics,N/A,440.33,0,33,Credit Card,Los Angeles
ORD-109689,5/21/2023,Shampoo,Beauty,3,450.66,0,19,Apple Pay,Los Angeles
ORD-106573,11/4/2023,Jeans,Clothing,6,105.59,0.15,50,Debit Card,New York
ORD-106122,10/15/2023,History Book,Books,6,355.24,0.05,40,,Online
ORD-108192,5/29/2023,Lip Balm,Beauty,6,318.27,0.2,66,Credit Card,Chicago
ORD-109451,Invalid_Date,Monitor,Electronics,9,124.15,0.1,37,Apple Pay,New York
ORD-102424,5/29/2023,Mechanical Keyboard,Electronics,1,346.9,0.1,61,Debit Card,Houston
ORD-101733,7/23/2023,Headphones,Electronics,2,261.21,0,-5,Apple Pay,New York
ORD-101892,9/24/2023,Python Guide,Books,3,340.1,0,46,Credit Card,Houston
ORD-106555,8/12/2023,Coffee Maker,Home & Kitchen,3,418.99,0.2,18,Debit Card,Phoenix
ORD-104033,11/10/2023,Blender,Home & Kitchen,4,314.77,0.2,49,Debit Card,Houston
ORD-108687,6/26/2023,Sunscreen,Beauty,2,31.92,0.15,58,APPLE PAY,New York
ORD-106274,5/5/2023,Blender,Home & Kitchen,7,491.84,0.05,Unknown,Credit Card,Online
ORD-104814,9/4/2023,Jacket,Clothing,6,5.3,0.05,54,Debit Card,Online
ORD-100304,1/7/2023,Blender,Home & Kitchen,4,325.55,0.2,28,DEBIT CARD,Houston
ORD-105246,8/14/2023,USB-C Cable,Electronics,6,50000,0.2,60,Debit Card,Phoenix
ORD-102725,12/18/2023,Wireless Mouse,Electronics,4,-1,0.2,57,PayPal,Phoenix
